Accession Name
GSTM5_MOUSE
KPYM_MOUSE
ODPB_MOUSE
LDHB_MOUSE
ODO2_MOUSE
SERA_MOUSE
ATP5H_MOUSE
PCCA_MOUSE
AMPL_MOUSE
PDXK_MOUSE
SNAB_MOUSE
AMPH_MOUSE
HDGF_MOUSE
GPDM_MOUSE
PARK7_MOUSE
PGK1_MOUSE
PSB6_MOUSE
SODM_MOUSE
PACN1_MOUSE
TERA_MOUSE
TKT_MOUSE
FUBP2_MOUSE
ENOG_MOUSE
PRS8_MOUSE
GNAO_MOUSE
MK01_MOUSE
TBA1C_MOUSE
DHPR_MOUSE
COF1_MOUSE
CAZA1_MOUSE
DCTN2_MOUSE
GLNA_MOUSE
PSA6_MOUSE
NDUS3_MOUSE
PYC_MOUSE
NDUS2_MOUSE
PHB_MOUSE
FUMH_MOUSE
ACTZ_MOUSE
HBA_MOUSE
PPIA_MOUSE
NDUV1_MOUSE
UBE2N_MOUSE
DLDH_MOUSE
IMPA1_MOUSE
LONM_MOUSE
CH60_MOUSE
1433E_MOUSE
THIL_MOUSE
NSF1C_MOUSE
G3P_MOUSE
SEPT8_MOUSE
DPYL5_MOUSE
OMP_MOUSE
ACTY_MOUSE
RL4_MOUSE
COX5A_MOUSE
NDKA_MOUSE
DUS3_MOUSE
PUR9_MOUSE
FABP5_MOUSE
RSSA_MOUSE
GLO2_MOUSE
TCPA_MOUSE
UCHL1_MOUSE
ODP2_MOUSE
MDHC_MOUSE
PSA5_MOUSE
THTM_MOUSE
NDUBA_MOUSE
KCRB_MOUSE
HDHD2_MOUSE
ARP3_MOUSE
ALBU_MOUSE
ALDOA_MOUSE
UCRI_MOUSE
VIME_MOUSE
HNRPK_MOUSE
ADK_MOUSE
GSTM1_MOUSE
SBP1_MOUSE
NDUV2_MOUSE
MP2K1_MOUSE
GDIB_MOUSE
NFM_MOUSE
GSTP1_MOUSE
DLG4_MOUSE
ENOA_MOUSE
STIP1_MOUSE
ACON_MOUSE
LGUL_MOUSE
TBB2B_MOUSE
HS74L_MOUSE
1433G_MOUSE
PCBP2_MOUSE
RANG_MOUSE
TCPZ_MOUSE
TCPH_MOUSE
PDIA3_MOUSE
HNRPL_MOUSE
GRP78_MOUSE
ILEUA_MOUSE
TSNAX_MOUSE
GUAA_MOUSE
PHP14_MOUSE
CYTB_MOUSE
OAT_MOUSE
ACTH_MOUSE
GMFB_MOUSE
ATPB_MOUSE
CHIP_MOUSE
ECHM_MOUSE
NDUS1_MOUSE
CAPZB_MOUSE
PRS7_MOUSE
SNAA_MOUSE
ALDH2_MOUSE
COR1A_MOUSE
HSP74_MOUSE
ANXA3_MOUSE
CAZA2_MOUSE
TY3H_MOUSE
CAH2_MOUSE
1433F_MOUSE
ETFB_MOUSE
TCPB_MOUSE
FABPH_MOUSE
PSA2_MOUSE
IDHC_MOUSE
EF2_MOUSE
PSA4_MOUSE
VINC_MOUSE
1433B_MOUSE
LASP1_MOUSE
PSA1_MOUSE
STXB1_MOUSE
EFHD2_MOUSE
CISY_MOUSE
NT5C_MOUSE
PSB4_MOUSE
PEBP1_MOUSE
GABT_MOUSE
ALDR_MOUSE
CNRP1_MOUSE
TXNL1_MOUSE
GDIR1_MOUSE
ATPO_MOUSE
CY1_MOUSE
PRDX6_MOUSE
GRP75_MOUSE
PDIA1_MOUSE
HNRH2_MOUSE
CALR_MOUSE
PQBP1_MOUSE
PP1R7_MOUSE
1433T_MOUSE
HBB1_MOUSE
IDH3A_MOUSE
RADI_MOUSE
SH3G2_MOUSE
SEPT6_MOUSE
TALDO_MOUSE
PCBP1_MOUSE
THOP1_MOUSE
SYSC_MOUSE
PRDX2_MOUSE
CRK_MOUSE
TMOD2_MOUSE
GDIA_MOUSE
VDAC1_MOUSE
PROF2_MOUSE
FIBB_MOUSE
PMM2_MOUSE
NDUAA_MOUSE
AATC_MOUSE
PSB1_MOUSE
EZRI_MOUSE
PPAC_MOUSE
VPS29_MOUSE
PCKGM_MOUSE
KCRU_MOUSE
VATB2_MOUSE
U2AF1_MOUSE
GLOD4_MOUSE
DCPS_MOUSE
ODO1_MOUSE
SEP11_MOUSE
UCHL3_MOUSE
EFTU_MOUSE
FABP7_MOUSE
PP2AB_MOUSE
RCN2_MOUSE
DYN1_MOUSE
ATPA_MOUSE
VATE1_MOUSE
HSP72_MOUSE
ROA2_MOUSE
PSB2_MOUSE
ETFA_MOUSE
PLPP_MOUSE
HXK1_MOUSE
MATR3_MOUSE
PPID_MOUSE
PRS6B_MOUSE
PURA_MOUSE
CALB2_MOUSE
SCRN1_MOUSE
AINX_MOUSE
COF2_MOUSE
