Uniprot Entry,Accession Name
O88487,['DC1I2_MOUSE']
Q9QXZ0,['MACF1_MOUSE']
P56564,['EAA1_MOUSE']
Q61316,['HSP74_MOUSE']
Q9JLM8,['DCLK1_MOUSE']
Q76MZ3,['2AAA_MOUSE']
O08917,['FLOT1_MOUSE']
P70168,['IMB1_MOUSE']
P19246,['NFH_MOUSE']
P61205,['ARF3_MOUSE']
Q8R081,['HNRPL_MOUSE']
Q8K310,['MATR3_MOUSE']
Q71M36,['CSPG5_MOUSE']
Q91V14,['S12A5_MOUSE']
Q9D0F9,['PGM1_MOUSE']
P56959,['FUS_MOUSE']
Q8BL66,['EEA1_MOUSE']
P19783,['COX41_MOUSE']
Q61696,['HS71A_MOUSE']
O88485,['DC1I1_MOUSE']
Q64433,['CH10_MOUSE']
Q8VD37,['SGIP1_MOUSE']
P99027,['RLA2_MOUSE']
Q9WTT4,['VATG2_MOUSE']
Q61699,['HS105_MOUSE']
Q99K48,['NONO_MOUSE']
Q8CI94,['PYGB_MOUSE']
Q91VR2,['ATPG_MOUSE']
Q9JME5,['AP3B2_MOUSE']
Q8CAA7,['PGM2L_MOUSE']
P39447,['ZO1_MOUSE']
Q8BW96,['KCC1D_MOUSE']
Q6PFD5,['DLGP3_MOUSE']
P63011,['RAB3A_MOUSE']
Q810U3,['NFASC_MOUSE']
Q9JIS5,['SV2A_MOUSE']
Q923T9,['KCC2G_MOUSE']
P10126,['EF1A1_MOUSE']
Q3UCA0,['LMNA_MOUSE']
Q71LX4,['TLN2_MOUSE']
Q8R0Y6,['AL1L1_MOUSE']
Q8BLQ9,['CADM2_MOUSE']
Q9D3D9,['ATPD_MOUSE']
Q9CQA3,['SDHB_MOUSE']
Q8K0T0,['RTN1_MOUSE']
B0V2N1,['PTPRS_MOUSE']
F6SEU4,['SYGP1_MOUSE']
P56399,['UBP5_MOUSE']
Q61301,['CTNA2_MOUSE']
Q02248,['CTNB1_MOUSE']
P22723,['GBRG2_MOUSE']
Q9Z1G4,['VPP1_MOUSE']
Q9ESN6,['TRIM2_MOUSE']
P99029,['PRDX5_MOUSE']
P31324,['KAP3_MOUSE']
Q9Z2I0,['LETM1_MOUSE']
P31648,['SC6A1_MOUSE']
Q8BGB7,['ENOPH_MOUSE']
Q9WV34,['MPP2_MOUSE']
Q9CYT6,['CAP2_MOUSE']
