Accession Name
KPYM_MOUSE
ODPB_MOUSE
LDHB_MOUSE
ODO2_MOUSE
QCR2_MOUSE
ATP5H_MOUSE
PCCA_MOUSE
PDXK_MOUSE
SNAB_MOUSE
AMPH_MOUSE
PGK1_MOUSE
GPDM_MOUSE
SODM_MOUSE
TERA_MOUSE
TKT_MOUSE
ENOG_MOUSE
MK01_MOUSE
TBA1C_MOUSE
DHPR_MOUSE
DDAH1_MOUSE
AATM_MOUSE
COF1_MOUSE
CAZA1_MOUSE
DCTN2_MOUSE
GLNA_MOUSE
PYC_MOUSE
NDUS2_MOUSE
PHB_MOUSE
FUMH_MOUSE
PPIA_MOUSE
NDUV1_MOUSE
DLDH_MOUSE
1433Z_MOUSE
CALB1_MOUSE
CH60_MOUSE
1433E_MOUSE
G3P_MOUSE
SEPT8_MOUSE
DDX3Y_MOUSE
COX5A_MOUSE
UCHL1_MOUSE
TCPA_MOUSE
RSSA_MOUSE
ODP2_MOUSE
MDHC_MOUSE
ERMIN_MOUSE
NDUBA_MOUSE
KCRB_MOUSE
ALBU_MOUSE
ALDOA_MOUSE
HNRPK_MOUSE
HS90A_MOUSE
GSTM1_MOUSE
NDUV2_MOUSE
NFM_MOUSE
GSTP1_MOUSE
ENOA_MOUSE
STIP1_MOUSE
TBB2B_MOUSE
ACON_MOUSE
LGUL_MOUSE
1433G_MOUSE
TCPZ_MOUSE
IPYR2_MOUSE
PDIA3_MOUSE
GRP78_MOUSE
ILEUA_MOUSE
ACTH_MOUSE
ATPB_MOUSE
NDUS1_MOUSE
TMOD2_MOUSE
PRS7_MOUSE
ALDH2_MOUSE
ANXA3_MOUSE
CAH2_MOUSE
AK1A1_MOUSE
TCPB_MOUSE
TM1L2_MOUSE
IDHC_MOUSE
EF2_MOUSE
TRAP1_MOUSE
1433B_MOUSE
KCRM_MOUSE
STXB1_MOUSE
NT5C_MOUSE
PEBP1_MOUSE
GABT_MOUSE
GRP75_MOUSE
PDIA1_MOUSE
HNRH2_MOUSE
CALR_MOUSE
1433T_MOUSE
HBB1_MOUSE
IDH3A_MOUSE
SAM50_MOUSE
PRDX2_MOUSE
NDRG1_MOUSE
GDIA_MOUSE
VDAC1_MOUSE
NDUAA_MOUSE
AATC_MOUSE
PGP_MOUSE
KCRU_MOUSE
VATB2_MOUSE
GLOD4_MOUSE
ODO1_MOUSE
EFTU_MOUSE
FABP7_MOUSE
RCN2_MOUSE
DYN1_MOUSE
ATPA_MOUSE
HSP72_MOUSE
ETFA_MOUSE
PLPP_MOUSE
PURA_MOUSE
SCRN1_MOUSE
CALB2_MOUSE
NDKB_MOUSE
HS90B_MOUSE
AINX_MOUSE
TBB5_MOUSE
CSN4_MOUSE
ACTB_MOUSE
TCPE_MOUSE
IPYR_MOUSE
PRDX1_MOUSE
TBA4A_MOUSE
TBB2A_MOUSE
SUCB1_MOUSE
DHE3_MOUSE
G6PD1_MOUSE
ENPL_MOUSE
DPYL3_MOUSE
TBB3_MOUSE
TPIS_MOUSE
TCTP_MOUSE
MDHM_MOUSE
VATA_MOUSE
SNP25_MOUSE
PRVA_MOUSE
PRDX3_MOUSE
MBP_MOUSE
NSF_MOUSE
GPDA_MOUSE
NFL_MOUSE
ALDOC_MOUSE
DPYL2_MOUSE
ANXA5_MOUSE
ODPA_MOUSE
HSP7C_MOUSE
CRYAB_MOUSE
GFAP_MOUSE
NFH_MOUSE
PGAM1_MOUSE
PIPNA_MOUSE
SODC_MOUSE
HNRH1_MOUSE
KAD1_MOUSE
QCR1_MOUSE
PERI_MOUSE
KCY_MOUSE
TAGL3_MOUSE
SPTN1_MOUSE
AT1A3_MOUSE
MYPR_MOUSE
AT1A2_MOUSE
SPTB2_MOUSE
HBA_MOUSE
E41L3_MOUSE
MTAP2_MOUSE
MOG_MOUSE
AT1A1_MOUSE
PLEC_MOUSE
CLH1_MOUSE
MAP6_MOUSE
H2B2E_MOUSE
TBB4B_MOUSE
H2B1F_MOUSE
SYUB_MOUSE
CN37_MOUSE
ANK2_MOUSE
MYH10_MOUSE
ADDG_MOUSE
MIC60_MOUSE
HXK1_MOUSE
DYHC1_MOUSE
AP180_MOUSE
HS12A_MOUSE
CYC_MOUSE
MAP1B_MOUSE
STX1B_MOUSE
PHB2_MOUSE
ATPG_MOUSE
SYN1_MOUSE
FAS_MOUSE
TBB4A_MOUSE
AP2A2_MOUSE
MYO5A_MOUSE
PP2BA_MOUSE
AT2A2_MOUSE
ANK1_MOUSE
PGM1_MOUSE
CH10_MOUSE
SYUA_MOUSE
UBA1_MOUSE
MECP2_MOUSE
ANK3_MOUSE
ITPR1_MOUSE
PSA_MOUSE
H4_MOUSE
1433F_MOUSE
AL1L1_MOUSE
DMXL2_MOUSE
EF1A2_MOUSE
H12_MOUSE
G6PI_MOUSE
KCC1D_MOUSE
DPYL1_MOUSE
MYH14_MOUSE
SUCA_MOUSE
WBP2_MOUSE
MAP1A_MOUSE
FLOT1_MOUSE
SYEP_MOUSE
VATE1_MOUSE
ANLN_MOUSE
CAPS2_MOUSE
PPCEL_MOUSE
PHIPL_MOUSE
NPM_MOUSE
IF4A2_MOUSE
MYH11_MOUSE
AT2B1_MOUSE
SPTB1_MOUSE
MACF1_MOUSE
CAPS1_MOUSE
CLAP2_MOUSE
SFPQ_MOUSE
VATG2_MOUSE
SEPT3_MOUSE
EEA1_MOUSE
VIME_MOUSE
KAP3_MOUSE
TWF1_MOUSE
EPN4_MOUSE
AT5F1_MOUSE
RAB2A_MOUSE
TBA8_MOUSE
NPTN_MOUSE
ATPD_MOUSE
NDRG2_MOUSE
E41L2_MOUSE
S6A11_MOUSE
DCTN1_MOUSE
GNB5_MOUSE
CAPZB_MOUSE
PYGM_MOUSE
AP2A1_MOUSE
AT2B2_MOUSE
MYH9_MOUSE
CLIP2_MOUSE
HSP74_MOUSE
THY1_MOUSE
AP2B1_MOUSE
SYNJ1_MOUSE
BIN1_MOUSE
ACTN4_MOUSE
JIP4_MOUSE
ADT2_MOUSE
