Uniprot Entry,Accession Name
B9EHZ5,['B9EHZ5_MOUSE']
B9EIU1,['B9EIU1_MOUSE']
B9EIV1,['B9EIV1_MOUSE']
B9EIX2,['B9EIX2_MOUSE']
B9EJ80,['PDZD8_MOUSE']
B9EKB4,['B9EKB4_MOUSE']
C5H0E8,['C5H0E8_MOUSE']
C6EQH2,['C6EQH2_MOUSE']
C6EQH3,['C6EQH3_MOUSE']
C9K0Z7,['C9K0Z7_MOUSE']
C9K0Z8,['C9K0Z8_MOUSE']
D0VYV6,['D0VYV6_MOUSE']
D3YTQ9,['D3YTQ9_MOUSE']
D3YTR7,['D3YTR7_MOUSE']
D3YTY2,['D3YTY2_MOUSE']
D3YTZ7,['D3YTZ7_MOUSE']
D3YU09,['D3YU09_MOUSE']
D3YU15,['D3YU15_MOUSE']
D3YU23,['D3YU23_MOUSE']
D3YU63,['D3YU63_MOUSE']
D3YUH4,['D3YUH4_MOUSE']
D3YUK4,['D3YUK4_MOUSE']
D3YUM1,['D3YUM1_MOUSE']
D3YUZ8,['D3YUZ8_MOUSE']
D3YV00,['D3YV00_MOUSE']
D3YV77,['D3YV77_MOUSE']
D3YVA2,['D3YVA2_MOUSE']
D3YVB9,['D3YVB9_MOUSE']
D3YVF4,['D3YVF4_MOUSE']
D3YVR9,['D3YVR9_MOUSE']
D3YVS7,['D3YVS7_MOUSE']
D3YVU3,['D3YVU3_MOUSE']
D3YVV1,['D3YVV1_MOUSE']
D3YVX4,['D3YVX4_MOUSE']
D3YWK1,['D3YWK1_MOUSE']
D3YWR7,['D3YWR7_MOUSE']
D3YWS3,['D3YWS3_MOUSE']
D3YWU6,['D3YWU6_MOUSE']
D3YXQ4,['D3YXQ4_MOUSE']
D3YYD5,['D3YYD5_MOUSE']
D3YYK8,['D3YYK8_MOUSE']
D3YYK9,['D3YYK9_MOUSE']
D3YYL1,['D3YYL1_MOUSE']
D3YYN7,['D3YYN7_MOUSE']
D3YYT0,['D3YYT0_MOUSE']
D3YZ02,['D3YZ02_MOUSE']
D3YZ21,['D3YZ21_MOUSE']
D3YZ62,['D3YZ62_MOUSE']
D3YZE8,['D3YZE8_MOUSE']
D3YZT4,['D3YZT4_MOUSE']
D3YZX1,['D3YZX1_MOUSE']
D3Z015,['D3Z015_MOUSE']
D3Z0Q8,['D3Z0Q8_MOUSE']
D3Z0Q9,['D3Z0Q9_MOUSE']
D3Z0S6,['D3Z0S6_MOUSE']
D3Z0Y2,['D3Z0Y2_MOUSE']
D3Z111,['D3Z111_MOUSE']
D3Z124,['D3Z124_MOUSE']
D3Z140,['D3Z140_MOUSE']
D3Z1H9,['D3Z1H9_MOUSE']
D3Z1Z8,['D3Z1Z8_MOUSE']
D3Z285,['D3Z285_MOUSE']
D3Z2F3,['D3Z2F3_MOUSE']
D3Z2G7,['D3Z2G7_MOUSE']
D3Z2J6,['D3Z2J6_MOUSE']
D3Z2R9,['D3Z2R9_MOUSE']
D3Z2V6,['D3Z2V6_MOUSE']
D3Z346,['D3Z346_MOUSE']
D3Z3B8,['D3Z3B8_MOUSE']
D3Z3G6,['D3Z3G6_MOUSE']
D3Z3W9,['D3Z3W9_MOUSE']
D3Z3X4,['D3Z3X4_MOUSE']
D3Z4X1,['D3Z4X1_MOUSE']
D3Z563,['D3Z563_MOUSE']
D3Z568,['D3Z568_MOUSE']
D3Z5F9,['D3Z5F9_MOUSE']
D3Z5I6,['D3Z5I6_MOUSE']
D3Z5I7,['D3Z5I7_MOUSE']
D3Z5P0,['D3Z5P0_MOUSE']
D3Z5Y7,['D3Z5Y7_MOUSE']
D3Z636,['D3Z636_MOUSE']
D3Z637,['D3Z637_MOUSE']
D3Z6I8,['D3Z6I8_MOUSE']
D3Z6S7,['D3Z6S7_MOUSE']
D3Z719,['D3Z719_MOUSE']
D3Z789,['D3Z789_MOUSE']
D3Z7E5,['D3Z7E5_MOUSE']
D3Z7K0,['D3Z7K0_MOUSE']
D3Z7N2,['D3Z7N2_MOUSE']
D3Z7P4,['D3Z7P4_MOUSE']
D3Z7S0,['D3Z7S0_MOUSE']
D3Z7S2,['D3Z7S2_MOUSE']
D3Z7V5,['D3Z7V5_MOUSE']
D5MCW4,['D5MCW4_MOUSE']
D6Q0F3,['D6Q0F3_MOUSE']
D6RCX7,['D6RCX7_MOUSE']
D6RDB7,['D6RDB7_MOUSE']
D6RFQ0,['D6RFQ0_MOUSE']
D6RG84,['D6RG84_MOUSE']
D6RGL6,['D6RGL6_MOUSE']
D6RGN2,['D6RGN2_MOUSE']
D6RGQ8,['D6RGQ8_MOUSE']
D6RH49,['D6RH49_MOUSE']
D6RHN2,['D6RHN2_MOUSE']
D6RII3,['D6RII3_MOUSE']
D6RIL6,['D6RIL6_MOUSE']
D6RIQ3,['D6RIQ3_MOUSE']
D9IFT4,['D9IFT4_MOUSE']
D9J2Z9,['D9J2Z9_MOUSE']
E0CX81,['E0CX81_MOUSE']
E0CXA0,['E0CXA0_MOUSE']
E0CXI4,['E0CXI4_MOUSE']
E0CXN5,['E0CXN5_MOUSE']
E0CY49,['E0CY49_MOUSE']
E0CYZ3,['E0CYZ3_MOUSE']
E0CZ27,['E0CZ27_MOUSE']
E0CZ66,['E0CZ66_MOUSE']
E0CZ67,['E0CZ67_MOUSE']
E0CZ78,['E0CZ78_MOUSE']
E0CZF8,['E0CZF8_MOUSE']
E5Q371,['E5Q371_MOUSE']
E9PUC2,['E9PUC2_MOUSE']
E9PUC5,['E9PUC5_MOUSE']
E9PUD2,['E9PUD2_MOUSE']
E9PUE7,['E9PUE7_MOUSE']
E9PUM3,['E9PUM3_MOUSE']
E9PV14,['E9PV14_MOUSE']
E9PV60,['E9PV60_MOUSE']
E9PV63,['E9PV63_MOUSE']
E9PV73,['E9PV73_MOUSE']
E9PV90,['E9PV90_MOUSE']
E9PVS5,['E9PVS5_MOUSE']
E9PW15,['E9PW15_MOUSE']
E9PWJ6,['E9PWJ6_MOUSE']
E9PWP6,['E9PWP6_MOUSE']
E9PWX1,['E9PWX1_MOUSE']
E9PX29,['E9PX29_MOUSE']
E9PX34,['E9PX34_MOUSE']
E9PX64,['E9PX64_MOUSE']
E9PXB0,['E9PXB0_MOUSE']
E9PXB9,['E9PXB9_MOUSE']
E9PXG9,['E9PXG9_MOUSE']
E9PXV3,['E9PXV3_MOUSE']
E9PY26,['E9PY26_MOUSE']
E9PY51,['E9PY51_MOUSE']
E9PYF1,['E9PYF1_MOUSE']
E9PYH6,['SET1A_MOUSE']
E9PYI8,['E9PYI8_MOUSE']
E9PYT3,['E9PYT3_MOUSE']
E9PZI9,['E9PZI9_MOUSE']
E9PZU3,['E9PZU3_MOUSE']
E9Q0U1,['E9Q0U1_MOUSE']
E9Q0U7,['E9Q0U7_MOUSE']
E9Q171,['E9Q171_MOUSE']
E9Q1J7,['E9Q1J7_MOUSE']
E9Q1V6,['E9Q1V6_MOUSE']
E9Q221,['E9Q221_MOUSE']
E9Q226,['E9Q226_MOUSE']
E9Q242,['E9Q242_MOUSE']
E9Q2Q7,['E9Q2Q7_MOUSE']
E9Q310,['E9Q310_MOUSE']
E9Q3L1,['E9Q3L1_MOUSE']
E9Q3M3,['E9Q3M3_MOUSE']
E9Q3V0,['E9Q3V0_MOUSE']
E9Q3V6,['E9Q3V6_MOUSE']
E9Q3W4,['E9Q3W4_MOUSE']
E9Q453,['E9Q453_MOUSE']
E9Q4G8,['E9Q4G8_MOUSE']
E9Q4T3,['E9Q4T3_MOUSE']
E9Q4T8,['E9Q4T8_MOUSE']
E9Q5W5,['E9Q5W5_MOUSE']
E9Q6A3,['E9Q6A3_MOUSE']
E9Q6B3,['E9Q6B3_MOUSE']
E9Q6L8,['E9Q6L8_MOUSE']
E9Q6Q2,['E9Q6Q2_MOUSE']
E9Q6R3,['E9Q6R3_MOUSE']
E9Q6U4,['E9Q6U4_MOUSE']
E9Q6X8,['E9Q6X8_MOUSE']
E9Q6Y8,['E9Q6Y8_MOUSE']
E9Q6Z0,['E9Q6Z0_MOUSE']
E9Q715,['E9Q715_MOUSE']
E9Q7A8,['E9Q7A8_MOUSE']
E9Q7F8,['E9Q7F8_MOUSE']
E9Q7S0,['E9Q7S0_MOUSE']
E9Q855,['E9Q855_MOUSE']
E9Q865,['E9Q865_MOUSE']
E9Q8I6,['E9Q8I6_MOUSE']
E9Q8K5,['E9Q8K5_MOUSE']
E9Q8N5,['E9Q8N5_MOUSE']
E9Q8N8,['E9Q8N8_MOUSE']
E9Q8P8,['E9Q8P8_MOUSE']
E9Q942,['SIM13_MOUSE']
E9Q993,['E9Q993_MOUSE']
E9Q9B8,['E9Q9B8_MOUSE']
E9Q9K1,['E9Q9K1_MOUSE']
E9QA63,['E9QA63_MOUSE']
E9QA91,['E9QA91_MOUSE']
E9QAN4,['E9QAN4_MOUSE']
E9QAT4,['SC16A_MOUSE']
E9QK48,['E9QK48_MOUSE']
E9QKR1,['E9QKR1_MOUSE']
E9QLQ3,['E9QLQ3_MOUSE']
E9QLQ9,['E9QLQ9_MOUSE']
E9QM38,['E9QM38_MOUSE']
E9QM90,['E9QM90_MOUSE']
E9QNF7,['E9QNF7_MOUSE']
E9QNN1,['E9QNN1_MOUSE']
E9QP54,['E9QP54_MOUSE']
E9QP59,['E9QP59_MOUSE']
E9QPE7,['E9QPE7_MOUSE']
E9QQ18,['E9QQ18_MOUSE']
F2Z3W0,['F2Z3W0_MOUSE']
F2Z3X1,['F2Z3X1_MOUSE']
F2Z490,['F2Z490_MOUSE']
F5H8M8,['F5H8M8_MOUSE']
F6QJV5,['F6QJV5_MOUSE']
F6QK86,['F6QK86_MOUSE']
F6QKK2,['F6QKK2_MOUSE']
F6QZU1,['F6QZU1_MOUSE']
F6RBY3,['F6RBY3_MOUSE']
F6RJV6,['F6RJV6_MOUSE']
F6RSH1,['F6RSH1_MOUSE']
F6RT60,['F6RT60_MOUSE']
F6S5Z6,['F6S5Z6_MOUSE']
F6SB80,['F6SB80_MOUSE']
F6SFF5,['F6SFF5_MOUSE']
F6SHF3,['F6SHF3_MOUSE']
F6SZ47,['F6SZ47_MOUSE']
F6T4V9,['F6T4V9_MOUSE']
F6TCV0,['F6TCV0_MOUSE']
F6U6Z2,['F6U6Z2_MOUSE']
F6V084,['F6V084_MOUSE']
F6V459,['F6V459_MOUSE']
F6VG18,['F6VG18_MOUSE']
F6VQ81,['F6VQ81_MOUSE']
F6VVW4,['F6VVW4_MOUSE']
F6VXZ2,['F6VXZ2_MOUSE']
F6W2Q5,['F6W2Q5_MOUSE']
F6W8I0,['YJEN3_MOUSE']
F6WDS8,['F6WDS8_MOUSE']
F6WF36,['F6WF36_MOUSE']
F6WT10,['F6WT10_MOUSE']
F6X5P5,['F6X5P5_MOUSE']
F6XJA1,['F6XJA1_MOUSE']
F6XLD9,['F6XLD9_MOUSE']
F6XXE6,['F6XXE6_MOUSE']
F6Y9I5,['F6Y9I5_MOUSE']
F6YFQ5,['F6YFQ5_MOUSE']
F6YIN5,['F6YIN5_MOUSE']
F6YMV1,['F6YMV1_MOUSE']
F6Z2M6,['F6Z2M6_MOUSE']
F6Z7L1,['F6Z7L1_MOUSE']
F6ZEW4,['F6ZEW4_MOUSE']
F6ZLC6,['F6ZLC6_MOUSE']
F7AA26,['F7AA26_MOUSE']
F7ADS7,['F7ADS7_MOUSE']
F7AWK3,['F7AWK3_MOUSE']
F7B6X4,['F7B6X4_MOUSE']
F7BHM8,['F7BHM8_MOUSE']
F7BQS0,['F7BQS0_MOUSE']
F7BWP1,['F7BWP1_MOUSE']
F7BX26,['F7BX26_MOUSE']
F7C0X9,['F7C0X9_MOUSE']
F7CAZ6,['F7CAZ6_MOUSE']
F7CJS8,['F7CJS8_MOUSE']
F7CUV7,['F7CUV7_MOUSE']
F7CVJ5,['F7CVJ5_MOUSE']
F8SLP9,['F8SLP9_MOUSE']
F8VQ01,['F8VQ01_MOUSE']
F8VQ05,['F8VQ05_MOUSE']
F8VQ42,['F8VQ42_MOUSE']
F8VQA1,['F8VQA1_MOUSE']
F8VQC7,['F8VQC7_MOUSE']
F8VQE9,['F8VQE9_MOUSE']
F8WGG3,['F8WGG3_MOUSE']
F8WGG5,['F8WGG5_MOUSE']
F8WGN6,['F8WGN6_MOUSE']
F8WGT1,['F8WGT1_MOUSE']
F8WH29,['F8WH29_MOUSE']
F8WH41,['F8WH41_MOUSE']
F8WHJ2,['F8WHJ2_MOUSE']
F8WHP8,['F8WHP8_MOUSE']
F8WHV1,['F8WHV1_MOUSE']
F8WHZ9,['F8WHZ9_MOUSE']
F8WI55,['F8WI55_MOUSE']
F8WIC2,['F8WIC2_MOUSE']
F8WIS9,['F8WIS9_MOUSE']
F8WIT2,['F8WIT2_MOUSE']
F8WJG3,['F8WJG3_MOUSE']
F8WJI3,['F8WJI3_MOUSE']
G3UVV4,['G3UVV4_MOUSE']
G3UW89,['G3UW89_MOUSE']
G3UWN9,['G3UWN9_MOUSE']
G3UX26,['G3UX26_MOUSE']
G3UXS9,['G3UXS9_MOUSE']
G3UXT7,['G3UXT7_MOUSE']
