Uniprot Entry,Accession Name
Q9D7J9,['ECHD3_MOUSE']
Q9D7V2,['LYSM2_MOUSE']
Q9CQA4,['HM13_MOUSE']
Q9DCN1,['NUD12_MOUSE']
Q9DCZ1,['GMPR1_MOUSE']
Q9DD19,['RASF7_MOUSE']
Q9EPZ6,['TBX18_MOUSE']
Q9ER73,['ELP4_MOUSE']
Q9ES46,['PARVB_MOUSE']
Q9ES90,['GPR35_MOUSE']
Q9JHF9,['LY96_MOUSE']
Q9JHS3,['LTOR2_MOUSE']
Q9JHU9,['INO1_MOUSE']
Q9JIA7,['SPHK2_MOUSE']
Q9JJ48,['ZC3H8_MOUSE']
Q9JJQ0,['PIGB_MOUSE']
Q9JKF1,['IQGA1_MOUSE']
Q9JKN5,['OLIG1_MOUSE']
Q9QXV9,['SPY1_MOUSE']
Q9QXZ7,['NR2E3_MOUSE']
Q9QY39,['PDZD4_MOUSE']
Q9QYK9,['KCC1B_MOUSE']
Q9QZB1,['RGS20_MOUSE']
Q9QZC2,['PLXC1_MOUSE']
Q9R0H5,['K2C71_MOUSE']
Q9R0Z9,['RHG07_MOUSE']
Q9WVH4,['FOXO3_MOUSE']
Q9Z2R9,['E2AK1_MOUSE']
Q9Z347,['KCNQ2_MOUSE']
Q9QZM9,['FBX16_MOUSE']
Q61414,['K1C15_MOUSE']
Q61029,['LAP2B_MOUSE']
Q5SX40,['MYH1_MOUSE']
Q7TQI3,['OTUB1_MOUSE']
P59281,['RHG39_MOUSE']
P61514,['RL37A_MOUSE']
P50236,['ST2A2_MOUSE']
