Uniprot Entry,Accession Name
Q6R5P0,['TLR11_MOUSE']
Q6RUU0,['PTX4_MOUSE']
Q6TCG2,['PAQR9_MOUSE']
Q6TL19,['GUC2G_MOUSE']
Q6ZPQ6,['PITM2_MOUSE']
Q6ZQ12,['NINL_MOUSE']
Q6ZQK5,['ACAP2_MOUSE']
Q70FJ1,['AKAP9_MOUSE']
Q78DX7,['ROS1_MOUSE']
Q7M756,['PRS54_MOUSE']
Q7TMA2,['ZN503_MOUSE']
Q7TMS5,['ABCG2_MOUSE']
Q7TN73,['CASD1_MOUSE']
Q7TNB8,['SBNO2_MOUSE']
Q7TPM9,['MTMRA_MOUSE']
Q7TQ69,['TMC3_MOUSE']
Q7TQH0,['ATX2L_MOUSE']
Q7TSG1,['CE120_MOUSE']
Q7TSQ1,['CL18A_MOUSE']
Q80T14,['FRAS1_MOUSE']
Q80TI0,['ASTRB_MOUSE']
Q80TR1,['AGRL1_MOUSE']
Q80TR8,['DCAF1_MOUSE']
Q80U44,['ZFY16_MOUSE']
Q80U58,['PUM2_MOUSE']
Q80U95,['UBE3C_MOUSE']
Q80UF9,['OTOP3_MOUSE']
Q80UG1,['FADS6_MOUSE']
Q80UL9,['JAML_MOUSE']
Q80UM7,['MOGS_MOUSE']
Q80W99,['CTSR3_MOUSE']
Q80WT5,['AFTIN_MOUSE']
Q80X76,['SPA3F_MOUSE']
Q80XB4,['NRAP_MOUSE']
Q80XI3,['IF4G3_MOUSE']
Q80XI6,['M3K11_MOUSE']
Q80XL7,['MPPE1_MOUSE']
Q80Y55,['BSDC1_MOUSE']
Q80Y56,['RBNS5_MOUSE']
Q80YR6,['CTIP_MOUSE']
Q80YT5,['SPT20_MOUSE']
Q811G0,['PTHB1_MOUSE']
Q8BFP9,['PDK1_MOUSE']
Q8BFQ8,['GALD1_MOUSE']
Q8BFU8,['VGLU3_MOUSE']
Q8BG02,['2ABG_MOUSE']
Q8BG18,['NECA1_MOUSE']
Q8BGV0,['SYNM_MOUSE']
Q8BGY6,['B3GN5_MOUSE']
Q8BHB9,['CLIC6_MOUSE']
Q8BHJ5,['TBL1R_MOUSE']
Q8BHT6,['B3GLT_MOUSE']
Q8BIZ0,['PCD20_MOUSE']
Q8BJ34,['MARF1_MOUSE']
Q8BK03,['MIGA2_MOUSE']
Q8BKT3,['GCFC2_MOUSE']
Q8BLC3,['LYPD1_MOUSE']
Q8BLS7,['SWAHA_MOUSE']
Q8BLX7,['COGA1_MOUSE']
Q8BM13,['NOE2_MOUSE']
Q8BM96,['AGRG7_MOUSE']
Q8BMW7,['NIPA3_MOUSE']
Q8BPC6,['IDHG2_MOUSE']
Q8BPU7,['ELMO1_MOUSE']
Q8BQM7,['SMCO3_MOUSE']
Q8BRG8,['TM209_MOUSE']
Q8BRJ3,['RELL2_MOUSE']
Q8BRK9,['MA2A2_MOUSE']
Q8BS95,['GPHR_MOUSE']
Q8BTY2,['S4A7_MOUSE']
Q8BUM6,['F163B_MOUSE']
Q8BUX5,['RHBG_MOUSE']
Q8BVR6,['RSPRY_MOUSE']
Q8BYP3,['RHOF_MOUSE']
Q8BZL4,['GPR22_MOUSE']
Q8C015,['PAK5_MOUSE']
Q8C079,['STRP1_MOUSE']
Q8C0E3,['TRI47_MOUSE']
Q8C0L9,['GPCP1_MOUSE']
Q8C0M8,['DNAI1_MOUSE']
Q8C0Y0,['PP4R4_MOUSE']
Q8C1Q4,['METRN_MOUSE']
Q8C1S0,['MED19_MOUSE']
Q8C4J0,['CCD60_MOUSE']
Q8C753,['K0556_MOUSE']
Q8C790,['F221A_MOUSE']
Q8C863,['ITCH_MOUSE']
Q8C9S4,['CC186_MOUSE']
Q8CAK1,['CAF17_MOUSE']
Q8CD92,['TTC27_MOUSE']
Q8CDM1,['ATAD2_MOUSE']
Q8CDT7,['CBCO1_MOUSE']
Q8CDU6,['HECD2_MOUSE']
Q8CE13,['CCD17_MOUSE']
Q8CI70,['LRC20_MOUSE']
Q8CI95,['OSB11_MOUSE']
Q8CIW5,['PEO1_MOUSE']
Q8CJF7,['ELYS_MOUSE']
Q8JZL3,['THTPA_MOUSE']
Q8JZW4,['CPNE5_MOUSE']
Q8K0B3,['LRC66_MOUSE']
Q8K0Z9,['GP153_MOUSE']
Q8K135,['K319L_MOUSE']
Q8K1A0,['METL5_MOUSE']
Q8K1X1,['WDR11_MOUSE']
Q8K262,['PLAC9_MOUSE']
Q8K285,['FCHO1_MOUSE']
Q8K2W3,['TXD11_MOUSE']
Q8K3C3,['LZIC_MOUSE']
Q8K3I4,['MYRIP_MOUSE']
Q8K400,['STXB5_MOUSE']
Q8K442,['ABC8A_MOUSE']
Q8K4F6,['NSUN5_MOUSE']
Q8K4M5,['COMD1_MOUSE']
Q8K4S1,['PLCE1_MOUSE']
Q8QZR7,['PDK1L_MOUSE']
Q8QZX0,['SBK1_MOUSE']
Q8R0G7,['SPNS1_MOUSE']
Q8R123,['FAD1_MOUSE']
Q8R1B5,['CPLX3_MOUSE']
Q8R3T5,['STXB6_MOUSE']
Q8R404,['MIC13_MOUSE']
Q8R4I1,['ATX7_MOUSE']
Q8R4K8,['PAPP1_MOUSE']
Q8R4Y0,['FCRL1_MOUSE']
Q8VBS7,['V1R42_MOUSE']
Q8VCC9,['SPON1_MOUSE']
Q8VCD3,['LMA1L_MOUSE']
Q8VCE6,['NT5M_MOUSE']
Q8VCM4,['LIPT_MOUSE']
Q8VCU1,['EST3B_MOUSE']
Q8VDI7,['UBAC1_MOUSE']
Q8VDK1,['NIT1_MOUSE']
Q8VEG6,['CNO6L_MOUSE']
Q8VEH8,['ERLEC_MOUSE']
Q8VGQ7,['OL181_MOUSE']
Q8VHA6,['ASB18_MOUSE']
Q8VHH7,['ADCY3_MOUSE']
Q8VIK5,['PEAR1_MOUSE']
Q91V51,['TTLL1_MOUSE']
Q91WA4,['CXXC5_MOUSE']
Q91XY4,['PCDG4_MOUSE']
Q91Y13,['PCDA7_MOUSE']
Q91ZM2,['SH2B1_MOUSE']
Q920A9,['FCRLA_MOUSE']
Q920G8,['MFRN1_MOUSE']
Q920P3,['BRNP1_MOUSE']
Q920Q6,['MSI2H_MOUSE']
Q9D978,['NS1BP_MOUSE']
Q921C3,['BRWD1_MOUSE']
Q921Z5,['TFIP8_MOUSE']
Q922V4,['PLRG1_MOUSE']
Q923B3,['NRIF1_MOUSE']
Q924H2,['MED15_MOUSE']
Q925H0,['ASIC2_MOUSE']
Q99J38,['T30A1_MOUSE']
Q99J87,['DHX58_MOUSE']
Q99JP7,['GGT7_MOUSE']
Q99K46,['UBP11_MOUSE']
Q99KF1,['TMED9_MOUSE']
Q99LJ0,['CT2NL_MOUSE']
Q99MU3,['DSRAD_MOUSE']
Q99MY8,['ASH1L_MOUSE']
Q99MZ6,['MYO7B_MOUSE']
Q99N99,['S5A2_MOUSE']
Q99NB8,['UBQL4_MOUSE']
Q99NF2,['NSMF_MOUSE']
Q99PM9,['UCK2_MOUSE']
Q9CQ40,['RM49_MOUSE']
Q9CQC9,['SAR1B_MOUSE']
Q9CQH7,['BT3L4_MOUSE']
Q9CQJ2,['PIHD1_MOUSE']
Q9CQK7,['RWDD1_MOUSE']
Q9CQN7,['RM41_MOUSE']
Q9CQR6,['PPP6_MOUSE']
Q9CQY5,['MAGT1_MOUSE']
Q9CRA8,['EXOS5_MOUSE']
Q9CRB8,['MTFP1_MOUSE']
Q9CTN5,['S6OS1_MOUSE']
Q9CX00,['IST1_MOUSE']
Q9CXP8,['GBG10_MOUSE']
Q9CZN8,['GATA_MOUSE']
Q9D0T7,['GKN3_MOUSE']
Q9D1H6,['NDUF4_MOUSE']
Q9D1H7,['GET4_MOUSE']
Q9D2V7,['CORO7_MOUSE']
Q9D3J9,['CX021_MOUSE']
Q9D3R5,['F187A_MOUSE']
Q9D3R9,['TAF7L_MOUSE']
Q9D3X9,['MFA3L_MOUSE']
Q9D4F8,['GCP4_MOUSE']
Q9D4W2,['MFI_MOUSE']
Q9D5R4,['SPAT1_MOUSE']
Q9D5U8,['CNBD2_MOUSE']
Q9D5V5,['CUL5_MOUSE']
Q9D684,['RIN2_MOUSE']
Q9D6F4,['GBRA4_MOUSE']
Q9D6T0,['NOSIP_MOUSE']
Q9D787,['PPIL2_MOUSE']
