Uniprot Entry,Accession Name
B9EJA2,['CTTB2_MOUSE']
Q5SRX1,['TM1L2_MOUSE']
O35449,['PRRT1_MOUSE']
P23818,['GRIA1_MOUSE']
Q91YJ2,['SNX4_MOUSE']
Q9D0K2,['SCOT1_MOUSE']
Q9CR68,['UCRI_MOUSE']
P31648,['SC6A1_MOUSE']
P06151,['LDHA_MOUSE']
P56959,['FUS_MOUSE']
P55012,['S12A2_MOUSE']
Q8BX70,['VP13C_MOUSE']
E9Q401,['RYR2_MOUSE']
Q62419,['SH3G1_MOUSE']
D3Z7P3,['GLSK_MOUSE']
Q8CC35,['SYNPO_MOUSE']
P13595,['NCAM1_MOUSE']
Q9JI63,['GPM6B_MOUSE']
P70175,['DLG3_MOUSE']
Q99N28,['CADM3_MOUSE']
Q8BIJ6,['SYIM_MOUSE']
Q80W54,['FACE1_MOUSE']
Q8K021,['SCAM1_MOUSE']
Q8VEH3,['ARL8A_MOUSE']
O09061,['PSB1_MOUSE']
Q9QXV0,['PCSK1_MOUSE']
Q61553,['FSCN1_MOUSE']
Q9Z2U0,['PSA7_MOUSE']
Q921H8,['THIKA_MOUSE']
Q3UHB1,['NT5D3_MOUSE']
Q921F4,['HNRLL_MOUSE']
Q5PR73,['DIRA2_MOUSE']
Q99KN9,['EPN4_MOUSE']
P49443,['PPM1A_MOUSE']
Q99KU9,['HNRPQ_MOUSE']
Q9WUM5,['SUCA_MOUSE']
Q61035,['SYHC_MOUSE']
Q9D855,['QCR7_MOUSE']
Q8BNW9,['KBTBB_MOUSE']
P24369,['PPIB_MOUSE']
P19246,['NFH_MOUSE']
Q0VBF8,['STUM_MOUSE']
Q6P559,['MPRIP_MOUSE']
Q9JM52,['MINK1_MOUSE']
Q8R0Y6,['AL1L1_MOUSE']
P28738,['KIF5C_MOUSE']
Q61768,['KINH_MOUSE']
O70172,['PI42A_MOUSE']
P83510,['TNIK_MOUSE']
P23819,['GRIA2_MOUSE']
Q9Z2W9,['GRIA3_MOUSE']
P20917,['MAG_MOUSE']
P62823,['RAB3C_MOUSE']
Q8VIJ6,['SFPQ_MOUSE']
Q9D7P6,['ISCU_MOUSE']
Q3U1J4,['DDB1_MOUSE']
Q9Z1R2,['BAG6_MOUSE']
Q8BVI4,['DHPR_MOUSE']
