Uniprot Entry,Accession Name
Q9R1Y5,['HIC1_MOUSE']
Q9R226,['KHDR3_MOUSE']
Q9WU84,['CCS_MOUSE']
Q9WUB7,['CLCKA_MOUSE']
Q9WV85,['NDK3_MOUSE']
Q9WVB3,['TLE6_MOUSE']
Q9WVC8,['S26A3_MOUSE']
Q9WVL5,['MORC1_MOUSE']
Q9WVL6,['EXTL3_MOUSE']
Q9WVM1,['RGAP1_MOUSE']
Q9Z0H1,['WDR46_MOUSE']
Q9Z0R6,['ITSN2_MOUSE']
Q9Z176,['P2R3D_MOUSE']
Q9Z1R4,['CF047_MOUSE']
Q9Z2F7,['BNI3L_MOUSE']
Q9Z321,['TOP3B_MOUSE']
Q9Z329,['ITPR2_MOUSE']
Q8BK64,['AHSA1_MOUSE']
O08915,['AIP_MOUSE']
P55302,['AMRP_MOUSE']
Q641P0,['ARP3B_MOUSE']
Q9JIG7,['CCD22_MOUSE']
Q9CRB9,['CHCH3_MOUSE']
Q91V76,['CK054_MOUSE']
Q8VD62,['CK068_MOUSE']
O08585,['CLCA_MOUSE']
Q9D1A2,['CNDP2_MOUSE']
Q9WUM3,['COR1B_MOUSE']
Q9Z140,['CPNE6_MOUSE']
Q9DCT8,['CRIP2_MOUSE']
O54983,['CRYM_MOUSE']
Q8R1Q8,['DC1L1_MOUSE']
Q99LD8,['DDAH2_MOUSE']
Q9QXS6,['DREB_MOUSE']
P62869,['ELOB_MOUSE']
Q8BGB7,['ENOPH_MOUSE']
Q99L47,['F10A1_MOUSE']
Q8R0Y6,['FTHFD_MOUSE']
Q9Z0G0,['GIPC1_MOUSE']
Q9CQM9,['GLRX3_MOUSE']
P21279,['GNAQ_MOUSE']
Q8VD04,['GRAP1_MOUSE']
P24472,['GSTA4_MOUSE']
Q9R257,['HEBP1_MOUSE']
Q9Z2X1,['HNRPF_MOUSE']
Q61699,['HS105_MOUSE']
Q61696,['HS71A_MOUSE']
P17879,['HS71B_MOUSE']
P63073,['IF4E_MOUSE']
Q9WUR9,['KAD4_MOUSE']
Q9DBC7,['KAP0_MOUSE']
P12367,['KAP2_MOUSE']
P31324,['KAP3_MOUSE']
Q63844,['MK03_MOUSE']
O88910,['MPP3_MOUSE']
O88441,['MTX2_MOUSE']
Q60817,['NACA_MOUSE']
Q91ZP9,['NECA2_MOUSE']
Q9EQ80,['NIF3L_MOUSE']
Q62443,['NPTX1_MOUSE']
P53395,['ODB2_MOUSE']
Q8BKZ9,['ODPX_MOUSE']
P58281,['OPA1_MOUSE']
Q922E4,['PCY2_MOUSE']
O35621,['PMM1_MOUSE']
Q91XF0,['PNPO_MOUSE']
Q9WVJ2,['PSD13_MOUSE']
Q9CR00,['PSMD9_MOUSE']
O35295,['PURB_MOUSE']
P63011,['RAB3A_MOUSE']
P35276,['RAB3D_MOUSE']
Q60972,['RBBP4_MOUSE']
P62746,['RHOB_MOUSE']
Q9WTM5,['RUVB2_MOUSE']
Q99LS3,['SERB_MOUSE']
Q64105,['SPRE_MOUSE']
P58771,['TPM1_MOUSE']
P21107,['TPM3_MOUSE']
P51863,['VA0D1_MOUSE']
