Accession Name
CMTA1_MOUSE
VIR_MOUSE
THOC2_MOUSE
PLHD1_MOUSE
NAL12_MOUSE
CTSRD_MOUSE
MYO10_MOUSE
ANGP1_MOUSE
CYH3_MOUSE
LRC23_MOUSE
CNIH1_MOUSE
AXIN1_MOUSE
PER1_MOUSE
BCKD_MOUSE
PTN20_MOUSE
SPT5H_MOUSE
ATF5_MOUSE
GRK6_MOUSE
AGR2_MOUSE
NID2_MOUSE
KLC2_MOUSE
SOAT2_MOUSE
ZBT7A_MOUSE
CYB_MOUSE
HA1K_MOUSE
TBA1B_MOUSE
GCR_MOUSE
TYSY_MOUSE
PDE11_MOUSE
CD8B_MOUSE
IL7RA_MOUSE
HMGA1_MOUSE
CATD_MOUSE
HMGN1_MOUSE
XRCC6_MOUSE
NFYA_MOUSE
CD24_MOUSE
PDE6A_MOUSE
S6A12_MOUSE
OLF6_MOUSE
GPR12_MOUSE
TRAF1_MOUSE
MMP9_MOUSE
TLX1_MOUSE
ATP4B_MOUSE
PLCB3_MOUSE
ADCY7_MOUSE
IF_MOUSE
TIA1_MOUSE
MSH6_MOUSE
PMS2_MOUSE
PLTP_MOUSE
CP2AC_MOUSE
BACE1_MOUSE
RU2A_MOUSE
VP33B_MOUSE
SENP1_MOUSE
S12A3_MOUSE
KDM2A_MOUSE
PSME3_MOUSE
RUXG_MOUSE
RL18A_MOUSE
STIM1_MOUSE
CASP_MOUSE
IPSP_MOUSE
UD12_MOUSE
RPA2_MOUSE
BACH1_MOUSE
SPSY_MOUSE
SPTC2_MOUSE
MYT1L_MOUSE
RPB3_MOUSE
G3BP1_MOUSE
NFIB_MOUSE
HAP40_MOUSE
TYY1_MOUSE
UFO_MOUSE
CREB1_MOUSE
NFE2_MOUSE
CHD8_MOUSE
F184B_MOUSE
GPR15_MOUSE
CEP76_MOUSE
CC138_MOUSE
TMM71_MOUSE
DCC1_MOUSE
USH2A_MOUSE
TRPM1_MOUSE
PREX2_MOUSE
S11IP_MOUSE
PACER_MOUSE
ADAM5_MOUSE
OTULL_MOUSE
SMYD5_MOUSE
LIPN_MOUSE
SHSA6_MOUSE
S22AN_MOUSE
MTCL1_MOUSE
LMOD2_MOUSE
PP12C_MOUSE
GP162_MOUSE
ACSM3_MOUSE
CEP63_MOUSE
MITOK_MOUSE
OVOS_MOUSE
TRAT1_MOUSE
HPHL1_MOUSE
ESF1_MOUSE
CLUL1_MOUSE
NDUF2_MOUSE
EHMT1_MOUSE
HS3S6_MOUSE
XKR7_MOUSE
SPA3G_MOUSE
VPS41_MOUSE
OSBP2_MOUSE
TEFM_MOUSE
UBR3_MOUSE
CDCP1_MOUSE
AT134_MOUSE
KLRA5_MOUSE
SAMH1_MOUSE
AL2CL_MOUSE
FZD3_MOUSE
ARHG1_MOUSE
K1C15_MOUSE
DDX4_MOUSE
FOXS1_MOUSE
K1B24_MOUSE
PLA2R_MOUSE
SNRPA_MOUSE
NR0B2_MOUSE
RU1C_MOUSE
IFT52_MOUSE
INADL_MOUSE
SURF4_MOUSE
NLR9B_MOUSE
GRM4_MOUSE
TASOR_MOUSE
PZRN3_MOUSE
TGRM1_MOUSE
CGNL1_MOUSE
CNDG2_MOUSE
FAKD1_MOUSE
C1QT6_MOUSE
PKHG2_MOUSE
NIPBL_MOUSE
LPCT4_MOUSE
PSD2_MOUSE
NUD16_MOUSE
THS7B_MOUSE
NEST_MOUSE
NWD2_MOUSE
OXSR1_MOUSE
DRAXI_MOUSE
DEN5A_MOUSE
ARAID_MOUSE
DAPLE_MOUSE
KISS1_MOUSE
AKIB1_MOUSE
RS9_MOUSE
RS27_MOUSE
MGT5B_MOUSE
SSH1_MOUSE
CTDP1_MOUSE
LCA5_MOUSE
SI1L2_MOUSE
S20A2_MOUSE
AKNA_MOUSE
CA174_MOUSE
SMAG2_MOUSE
LMTK1_MOUSE
TRRAP_MOUSE
MUC2_MOUSE
CC181_MOUSE
IREB2_MOUSE
DISC1_MOUSE
DUS4_MOUSE
TNPO1_MOUSE
TYW2_MOUSE
GOPC_MOUSE
F13A_MOUSE
SNX14_MOUSE
CE128_MOUSE
FBX28_MOUSE
HOOK1_MOUSE
ZC12D_MOUSE
NUP93_MOUSE
RT35_MOUSE
RCC2_MOUSE
RASFA_MOUSE
FUCT1_MOUSE
TBCK_MOUSE
CNKR3_MOUSE
F214B_MOUSE
KLH24_MOUSE
RHG19_MOUSE
PK3CB_MOUSE
FA43A_MOUSE
GP107_MOUSE
LARP4_MOUSE
FSD1L_MOUSE
FSD2_MOUSE
ZN322_MOUSE
TM266_MOUSE
SH3R2_MOUSE
FRMD6_MOUSE
