Uniprot Entry,Accession Name
P60335,['PCBP1_MOUSE']
P63044,['VAMP2_MOUSE']
D3YZP9,['CCDC6_MOUSE']
P14094,['AT1B1_MOUSE']
P58252,['EF2_MOUSE']
P61922,['GABT_MOUSE']
Q8VCM7,['FIBG_MOUSE']
Q8K3E5,['AHI1_MOUSE']
Q3U9Z0,['VATB2_MOUSE']
Q7TQK5,['CCD93_MOUSE']
P12658,['CALB1_MOUSE']
P27773,['PDIA3_MOUSE']
Q9Z0E0,['NCDN_MOUSE']
Q9BR45,['SNP25_MOUSE']
O70443,['GNAZ_MOUSE']
P21271,['MYO5B_MOUSE']
Q9D0E1,['HNRPM_MOUSE']
Q60931,['VDAC3_MOUSE']
P45952,['ACADM_MOUSE']
Q9CPQ8,['ATP5L_MOUSE']
P54071,['IDHP_MOUSE']
Q9CZA2,['RAN_MOUSE']
Q05920,['PYC_MOUSE']
Q9WUB3,['PYGM_MOUSE']
O35551,['RABE1_MOUSE']
Q5TLK5,['ADA22_MOUSE']
Q60673,['PTPRN_MOUSE']
P56959,['FUS_MOUSE']
Q9DB05,['SNAA_MOUSE']
Q9CRB9,['MIC19_MOUSE']
Q9DAW9,['CNN3_MOUSE']
Q8BTM8,['FLNA_MOUSE']
A2APX8,['SCN1A_MOUSE']
Q99K48,['NONO_MOUSE']
Q3UEB3,['PUF60_MOUSE']
Q91VN4,['MIC25_MOUSE']
Q9CS84,['NRX1A_MOUSE']
Q8BFU3,['RN214_MOUSE']
P17427,['AP2A2_MOUSE']
P84091,['AP2M1_MOUSE']
P61027,['RAB10_MOUSE']
Q99L47,['F10A1_MOUSE']
Q99KH8,['STK24_MOUSE']
Q8K290,['RTN4_MOUSE']
P51880,['FABP7_MOUSE']
Q8K1J6,['TRNT1_MOUSE']
Q9QYB8,['ADDB_MOUSE']
Q9DB20,['ATPO_MOUSE']
P17742,['PPIA_MOUSE']
Q00493,['CBPE_MOUSE']
P62881,['GNB5_MOUSE']
P08556,['RASN_MOUSE']
Q64521,['GPDM_MOUSE']
Q9D394,['RUFY3_MOUSE']
Q9D3A9,['TTYH1_MOUSE']
P80313,['TCPH_MOUSE']
P51150,['RAB7A_MOUSE']
P62715,['PP2AB_MOUSE']
O55023,['IMPA1_MOUSE']
Q9Z0F7,['SYUG_MOUSE']
P43006,['EAA2_MOUSE']
O70251,['EF1B_MOUSE']
Q8BGQ7,['SYAC_MOUSE']
Q61696,['HS71A_MOUSE']
Q8K310,['MATR3_MOUSE']
Q62433,['NDRG1_MOUSE']
P13595,['NCAM1_MOUSE']
Q8VBT0,['TMX1_MOUSE']
P99027,['RLA2_MOUSE']
P63037,['DNJA1_MOUSE']
O54774,['AP3D1_MOUSE']
Q6PDS7,['H4_MOUSE']
Q9QYX7,['PCLO_MOUSE']
Q61686,['CBX5_MOUSE']
Q9D1G1,['RAB1B_MOUSE']
P61205,['ARF3_MOUSE']
Q8BMS1,['ECHA_MOUSE']
P63005,['LIS1_MOUSE']
Q60692,['PSB6_MOUSE']
Q8VCT3,['AMPB_MOUSE']
P31324,['KAP3_MOUSE']
P42932,['TCPQ_MOUSE']
P06151,['LDHA_MOUSE']
P43024,['CX6A1_MOUSE']
Q8K2B3,['SDHA_MOUSE']
Q6PHU5,['SORT_MOUSE']
Q8C1A5,['THOP1_MOUSE']
P10649,['GSTM1_MOUSE']
Q922D8,['C1TC_MOUSE']
Q8BHN3,['GANAB_MOUSE']
Q61584,['FXR1_MOUSE']
P80314,['TCPB_MOUSE']
Q07133,['H1T_MOUSE']
P48962,['ADT1_MOUSE']
P51881,['ADT2_MOUSE']
P29595,['NEDD8_MOUSE']
Q99MR8,['MCCA_MOUSE']
A2RT91,['ANKAR_MOUSE']
Q8CHG7,['RPGF2_MOUSE']
Q9WTX5,['SKP1_MOUSE']
Q61699,['HS105_MOUSE']
P70336,['ROCK2_MOUSE']
Q6NZL0,['SOGA3_MOUSE']
Q9JKB1,['UCHL3_MOUSE']
P21619,['LMNB2_MOUSE']
P62908,['RS3_MOUSE']
Q9CPT4,['MYDGF_MOUSE']
P70704,['AT8A1_MOUSE']
Q9EP69,['SAC1_MOUSE']
Q8QZY1,['EIF3L_MOUSE']
Q8K021,['SCAM1_MOUSE']
O88935,['SYN1_MOUSE']
Q8BP47,['SYNC_MOUSE']
Q61644,['PACN1_MOUSE']
P20108,['PRDX3_MOUSE']
Q61553,['FSCN1_MOUSE']
Q03137,['EPHA4_MOUSE']
Q7TNG5,['EMAL2_MOUSE']
Q9CYH2,['F213A_MOUSE']
Q80WM4,['HPLN4_MOUSE']
Q9DBT5,['AMPD2_MOUSE']
Q9DAU1,['CNPY3_MOUSE']
P24549,['AL1A1_MOUSE']
O88342,['WDR1_MOUSE']
Q0KL01,['UBX2B_MOUSE']
O35136,['NCAM2_MOUSE']
Q99KN9,['EPN4_MOUSE']
P56135,['ATPK_MOUSE']
Q8VHQ9,['ACO11_MOUSE']
Q8BXR9,['OSBL6_MOUSE']
Q8BGB7,['ENOPH_MOUSE']
A2A690,['TANC2_MOUSE']
Q9R0N8,['SYT6_MOUSE']
Q9WUD1,['CHIP_MOUSE']
Q91YJ2,['SNX4_MOUSE']
Q7TSQ8,['PDPR_MOUSE']
Q76MZ3,['2AAA_MOUSE']
